,day,depot,list_plants,list_pickups,list_dropoffs,total_jobs,total_distance,routing_sequence,worst_edge_pickup,worst_edge_distance,worst_edge_dropoff,edges,distance_uptodate
5520,16792,Neuss,['Neuss'],"['9560_9000230198', '9561_9000234952', '9567_9000232131', '9605_9000231510', '10063_9000232120', '10096_9000201797', '10599_9000235317', '11087_9000229219', '19188_9000232418', '19194_9000209228', '19198_9000217012', '19259_9000228868', '19291_9000227235', '19321_9000234716']","['9030_9000243192', '9345_9000243032', '9583_9000244176', '9597_9000243267', '9598_9000242617', '10069_9000242680', '10170_9000243249', '10278_9000243059', '10283_9000243820', '10872_9000242462', '10875_9000242673', '10948_9000242410', '11468_9000242629', '11560_9000242894', '19259_9000244060', '19311_9000242613', '50107_9000244139', '50117_9000242964']",0,0,[],,,0,0,True
5521,16793,Neuss,['Neuss'],"['10232_9000163836', '10303_9000225693', '10327_9000236906', '10369_9000232530', '10747_9000213088', '19100_9000174048', '19106_9000235700', '19180_9000230427', '20566_9000236916', '29141_9000226154']","['9287_9000244467', '9560_9000244477', '9567_9000243194', '9605_9000244233', '10096_9000244439', '10205_9000243219', '11177_9000244276', '19068_9000243415', '19154_9000244568', '19237_9000243261', '20273_9000243732', '20607_9000244390', '29095_9000244532']",0,0,[],,,0,0,True
5522,16794,Neuss,['Neuss'],"['9032_9000233811', '9119_9000235103', '9574_9000235076', '10068_9000227674', '10266_9000232346', '10306_9000239868', '10543_9000235572', '11032_9000233773', '11180_9000210807', '19055_9000229751', '19300_9000233206', '20296_9000192055']","['9332_9000245559', '9333_9000245580', '9574_9000246292', '10840_9000245647', '19100_9000245295', '19106_9000245288', '19188_9000244070', '19321_9000246011', '20226_9000244849', '50014_9000245653']",0,0,[],,,0,0,True
5523,16795,Neuss,['Neuss'],"['10287_9000227475', '10336_9000229712', '10592_9000234963', '10597_9000232158', '11161_9000237100', '11173_9000216161', '19073_9000227991', '19111_9000237074', '19260_9000239106']","['9343_9000246384', '10369_9000246613', '10440_9000246841', '10747_9000244251', '10813_9000244260', '11180_9000246620', '19054_9000239391', '19055_9000246631', '19085_9000246821', '19180_9000246702', '19194_9000247370', '19260_9000246857', '29141_9000246381']",0,0,[],,,0,0,True
5524,16796,Neuss,['Neuss'],"['10307_9000195674', '10573_9000217248', '10643_9000234581', '10948_9000242410', '10998_9000230335', '11060_9000238596', '11152_9000231017', '11169_9000223467', '19012_9000197696', '19130_9000239488']","['9342_9000246848', '10287_9000247939', '10336_9000247454', '10999_9000247801', '11152_9000246871', '11161_9000244555', '11191_9000247471', '19058_9000247720', '19109_9000245004']",0,0,[],,,0,0,True
5525,16797,Neuss,['Neuss'],"['9340_9000231519', '9550_9000235795', '9577_9000215977', '9588_9000241073', '10510_9000225551', '11163_9000209155', '19121_9000233782', '19160_9000238096', '19213_9000166472', '20556_9000239719', '29024_9000236058', '50017_9000232611']","['10093_9000248944', '10232_9000248873', '10573_9000246477', '10883_9000247473', '10906_9000248877', '19031_9000248730', '19073_9000248666', '19164_9000248802', '19234_9000248883', '19313_9000247430', '20219_9000247288']",0,0,[],,,0,0,True
5526,16798,Neuss,['Neuss'],"['9075_9000241064', '9329_9000241844', '10065_9000236076', '10087_9000227853', '10283_9000243820', '10339_9000232338', '10722_9000230417', '10875_9000242673', '19162_9000234562', '19236_9000203106', '19255_9000180847', '19297_9000241819', '19312_9000241852', '29014_9000238230', '50089_9000230906']","['9119_9000248840', '9329_9000250326', '10327_9000249755', '10510_9000249335', '10643_9000246807', '11041_9000249384', '11060_9000248703', '19160_9000249851', '19274_9000247969', '19312_9000249889', '20556_9000248973', '29100_9000247520']",0,0,[],,,0,0,True
5527,16799,Neuss,['Neuss'],"['10077_9000240540', '11044_9000232026', '11148_9000234389', '19087_9000227692', '19272_9000241799']","['9298_9000249603', '10087_9000251085', '10592_9000250783', '11044_9000250291', '19175_9000250965', '19213_9000246202', '29014_9000251076', '50017_9000251709']",0,0,[],,,0,0,True
5528,16801,Neuss,['Neuss'],"['9616_9000233510', '19100_9000245295']","['10065_9000252031', '10484_9000252148', '11148_9000252151', '19107_9000252076', '19111_9000251814', '19121_9000252098', '19236_9000251791', '19255_9000250888', '29239_9000251745']",0,0,[],,,0,0,True
5529,16802,Neuss,['Neuss'],"['9328_9000167937', '9332_9000245559', '9569_9000241185', '9571_9000196577', '9583_9000244176', '9606_9000236843', '9615_9000231544', '10176_9000238602', '10420_9000227364', '10824_9000238484', '10872_9000242462', '10907_9000224005', '10946_9000223421', '10949_9000236232', '11000_9000220181', '11306_9000235694', '11561_9000181738', '19188_9000244070', '19228_9000210358', '19261_9000209185', '20094_9000228004', '50107_9000244139']","['9032_9000250102', '9075_9000249672', '9583_9000252873', '9588_9000252627', '10266_9000252778', '10303_9000252639', '10420_9000249764', '10907_9000253113', '10949_9000253106', '11032_9000252775', '11173_9000250897', '19087_9000251906', '19291_9000251899']",0,0,[],,,0,0,True
5530,16803,Neuss,['Neuss'],"['9077_9000221581', '9572_9000238931', '9586_9000230220', '10069_9000242680', '10228_9000214839', '10858_9000240878', '10883_9000247473', '10906_9000248877', '11126_9000242343', '19230_9000240898', '19260_9000246857', '19298_9000234294']","['10077_9000251861', '10481_9000253803', '10858_9000253624', '11000_9000253719', '11169_9000253794', '19012_9000253834', '19100_9000252569', '19130_9000253644', '19188_9000251000', '19261_9000254541', '20296_9000253688']",0,0,[],,,0,0,True
5531,16804,Neuss,['Neuss'],"['10317_9000238058', '10573_9000246477', '10951_9000236357', '11041_9000249384', '11544_9000205973', '19109_9000245004', '19178_9000239783', '19284_9000223477', '19313_9000247430', '20273_9000243732']","['9227_9000253964', '9241_9000255087', '9572_9000254827', '9586_9000254633', '10068_9000250624', '10176_9000254405', '10228_9000255213', '10306_9000254642', '10317_9000254709', '10824_9000255917', '10875_9000255115', '10998_9000254710', '11126_9000254840', '19162_9000254726', '19228_9000254979', '19260_9000254795', '19284_9000251979', '20094_9000254875']",0,0,[],,,0,0,True
5532,16805,Neuss,['Neuss'],"['9298_9000249603', '9342_9000246848', '9598_9000242617', '10090_9000241825', '10689_9000227249', '10826_9000230055', '10909_9000240920', '10922_9000240937', '19213_9000246202', '19258_9000240257', '19259_9000244060', '50117_9000242964']","['9328_9000256192', '9340_9000254697', '9561_9000254824', '9616_9000256204', '10146_9000256075', '10413_9000256201', '10951_9000256029', '10966_9000255895', '11561_9000252869', '19198_9000255797', '19213_9000254108', '29050_9000256111']",0,0,[],,,0,0,True
5533,16806,Neuss,['Neuss'],"['9031_9000238853', '9546_9000161748', '9548_9000225300', '10747_9000244251', '11178_9000236067', '11468_9000242629', '19031_9000248730', '19130_9000253644', '19203_9000239568', '19273_9000229843']","['9077_9000255880', '9342_9000256746', '10177_9000257839', '10485_9000255637', '10689_9000257795']",0,0,[],,,0,0,True
5534,16807,Neuss,['Neuss'],['11164_9000234996'],[],0,0,[],,,0,0,True
5535,16808,Neuss,['Neuss'],"['9006_9000240890', '9032_9000250102', '9560_9000244477', '10096_9000244439', '10400_9000235898', '10588_9000213841', '10843_9000227099', '10874_9000241834', '10980_9000223268', '11044_9000250291', '11173_9000250897', '19175_9000250965', '19237_9000243261', '29124_9000233815']","['9602_9000255844', '9615_9000257764', '10070_9000256595', '10095_9000253493', '10400_9000257566', '10826_9000257628', '10909_9000257621', '10948_9000257290', '11544_9000257538', '19259_9000256598', '19300_9000256401', '20045_9000257954', '29129_9000257862']",0,0,[],,,0,0,True
5536,16809,Neuss,['Neuss'],"['9047_9000211400', '9288_9000237903', '9561_9000254824', '10146_9000256075', '10232_9000248873', '10266_9000252778', '10369_9000246613', '10712_9000234595', '11191_9000247471', '11482_9000239387', '19073_9000248666', '19106_9000245288', '19222_9000240022', '19311_9000242613', '19312_9000249889', '22001_9000162594', '29010_9000210292', '29141_9000246381']","['9560_9000259593', '9577_9000259251', '10096_9000259607', '10230_9000259617', '10369_9000259618', '10492_9000258617', '10885_9000259090', '10980_9000259600', '11173_9000255910', '11178_9000254099', '11306_9000259591', '19096_9000259202', '19130_9000259345', '19222_9000259521', '19230_9000259510', '19272_9000258642', '29035_9000258647', '29124_9000259554']",0,0,[],,,0,0,True
5537,16810,Neuss,['Neuss'],"['9565_9000241028', '10091_9000234992', '10228_9000255213', '10287_9000247939', '10327_9000249755', '10539_9000225396', '11149_9000227103', '19138_9000234800', '19180_9000246702', '19282_9000241862', '29014_9000251076', '29137_9000162595']","['9006_9000260731', '9083_9000260420', '10091_9000260735', '10266_9000259614', '10307_9000259615', '10436_9000260406', '19203_9000255762', '19212_9000255954', '19298_9000259616', '29141_9000260752', '50107_9000260631', '50117_9000260944']",0,0,[],,,0,0,True
5538,16811,Neuss,['Neuss'],"['9337_9000223466', '9603_9000232438', '10170_9000243249', '10440_9000246841', '10491_9000239871', '10513_9000210348', '19055_9000246631', '19087_9000251906', '20607_9000244390', '29050_9000256111', '29121_9000212223']","['9593_9000261844', '10090_9000260810', '10170_9000261825', '10228_9000261783', '10491_9000261829', '10747_9000261796', '10843_9000261628', '11041_9000259682', '11111_9000262521', '11149_9000261610', '11163_9000260811', '19175_9000259560', '19180_9000260495', '19237_9000261244', '19282_9000261780', '19311_9000261689', '19313_9000260762', '29014_9000261411']",0,0,[],,,0,0,True
5539,16812,Neuss,['Neuss'],"['9077_9000255880', '9245_9000193475', '9343_9000246384', '10420_9000249764', '10666_9000236994', '10798_9000238678', '11173_9000255910', '11180_9000246620', '11284_9000237886', '19169_9000237958', '19234_9000248883', '19260_9000254795']","['9047_9000262175', '9077_9000262941', '9343_9000262774', '9565_9000261234', '10146_9000263211', '10232_9000262496', '10420_9000262786', '10573_9000262429', '10712_9000262808', '10874_9000261221', '11164_9000262646', '11191_9000260488', '19087_9000262711', '19106_9000262697', '29137_9000262470']",0,0,[],,,0,0,True
5540,16813,Neuss,['Neuss'],"['9046_9000215866', '9574_9000246292', '9602_9000255844', '10065_9000252031', '10154_9000241227', '10303_9000252639', '10484_9000252148', '10813_9000244260', '10858_9000253624', '10924_9000199834', '10951_9000256029', '10966_9000255895', '11049_9000223196', '11060_9000248703', '11126_9000254840', '11560_9000242894', '11561_9000252869', '19261_9000254541', '19284_9000251979', '29049_9000229200']","['9045_9000263759', '9546_9000263898', '10327_9000264055', '10484_9000264575', '10666_9000263999', '10798_9000263195', '10922_9000262794', '11180_9000263509', '19055_9000263464', '19083_9000264076', '19138_9000264024', '19234_9000261971', '19260_9000262547', '19273_9000262816', '19297_9000263600', '19312_9000263184', '20217_9000263260']",0,0,[],,,0,0,True
5541,16814,Neuss,['Neuss'],"['9030_9000243192', '9345_9000243032', '9610_9000191126', '10948_9000257290', '11169_9000253794', '11381_9000236024', '19012_9000253834', '19042_9000237725', '19096_9000259202', '19162_9000254726', '19172_9000241103', '19194_9000247370', '19296_9000172929']","['9046_9000263821', '10065_9000264549', '10588_9000264905', '10858_9000263597', '10951_9000262946', '11060_9000265152', '11561_9000265061', '19073_9000265025', '19258_9000264934', '19261_9000265081', '20607_9000264899', '29121_9000265857']",0,0,[],,,0,0,True
5542,16815,Neuss,[],[],[],0,0,[],,,0,0,True
5543,16816,Neuss,['Neuss'],"['9241_9000255087', '10070_9000256595', '10400_9000257566', '10885_9000259090', '19217_9000241108', '29016_9000199840']","['10377_9000265965', '11009_9000265621', '11049_9000266131', '11381_9000266061', '19233_9000265671']",0,0,[],,,0,0,True
5544,16817,Neuss,['Neuss'],"['9559_9000235067', '9572_9000254827', '9588_9000252627', '10088_9000232571', '10278_9000243059', '10336_9000247454', '10434_9000221331', '10582_9000227087', '10998_9000254710', '11148_9000252151', '19085_9000246821', '19272_9000258642', '19274_9000247969', '20168_9000210644']","['9298_9000266672', '9588_9000261515', '10400_9000267016', '10435_9000267002', '10883_9000267098', '10906_9000267125', '10924_9000266965', '10998_9000265566', '11555_9000262707', '19042_9000265640', '19129_9000264902', '19178_9000265812', '19194_9000266971', '20566_9000266204']",0,0,[],,,0,0,True
5545,16818,Neuss,['Neuss'],"['9343_9000262774', '10087_9000251085', '10093_9000248944', '10095_9000253493', '10107_9000222636', '10306_9000254642', '10436_9000260406', '10578_9000234630', '10747_9000261796', '10909_9000257621', '11000_9000253719', '11063_9000228845', '11152_9000246871', '19175_9000259560', '19203_9000255762', '19282_9000261780', '20219_9000247288']","['9375_9000268114', '10088_9000268146', '10093_9000268185', '10154_9000268087', '10513_9000268080', '11148_9000267160', '19096_9000267179', '19162_9000267188', '19272_9000267917', '19274_9000265738', '19284_9000268181', '20210_9000268140', '29016_9000267171']",0,0,[],,,0,0,True
5546,16819,Neuss,['Neuss'],"['10176_9000254405', '10230_9000259617', '10234_9000206073', '10307_9000259615', '10824_9000255917', '11165_9000230349', '11191_9000260488', '19058_9000247720', '19154_9000244568', '19180_9000260495', '19230_9000259510', '19298_9000259616', '29046_9000240267']","['9343_9000268516', '9574_9000267408', '9610_9000269089', '10087_9000269157', '10306_9000269174', '10872_9000269268', '11126_9000268805', '11152_9000269227', '19058_9000269708', '19175_9000269166', '19203_9000269294', '19296_9000269388', '50089_9000269259']",0,0,[],,,0,0,True
5547,16820,Neuss,['Neuss'],"['9340_9000254697', '9616_9000256204', '10413_9000256201', '10485_9000255637', '10492_9000258617', '19190_9000212439', '19311_9000261689', '29095_9000244532', '29224_9000139182']","['9332_9000269717', '9337_9000270407', '10176_9000271403', '10578_9000270367', '11000_9000270425', '11191_9000270463', '19012_9000268429', '19085_9000269280', '19169_9000270710', '19217_9000270140', '19230_9000268100', '29046_9000270358']",0,0,[],,,0,0,True
5548,16821,Neuss,['Neuss'],"['9328_9000256192', '9615_9000257764', '10266_9000259614', '19106_9000262697', '19178_9000265812', '19212_9000255954', '19221_9000233837', '19286_9000237115', '19312_9000263184']","['10230_9000271325', '10283_9000271364', '10336_9000272323', '10485_9000271474', '10539_9000271320', '10747_9000271566', '19106_9000271023', '19154_9000270732']",0,0,[],,,0,0,True
5549,16822,Neuss,['Neuss'],"['9075_9000249672', '9338_9000234597', '9597_9000243267', '10094_9000240024', '10843_9000261628', '10872_9000269268', '10875_9000255115', '10980_9000259600', '11060_9000265152', '11502_9000239769', '11544_9000257538', '19067_9000227047', '20045_9000257954', '29141_9000260752']","['9031_9000271935', '9559_9000271229', '9615_9000272679', '9616_9000272335', '10234_9000272471', '10266_9000272078', '10909_9000272031', '11044_9000270051', '11060_9000273332', '11063_9000272085', '11165_9000272102', '11173_9000271338', '19212_9000273185', '19221_9000272157', '19286_9000268951', '19312_9000272022', '29049_9000271751', '29224_9000271980']",0,0,[],,,0,0,True
5550,16823,Neuss,['Neuss'],"['9083_9000260420', '9298_9000266672', '9565_9000261234', '10088_9000268146', '10689_9000257795', '10749_9000238769', '10858_9000263597', '11041_9000259682', '11064_9000233301', '11513_9000192285', '19107_9000252076', '19130_9000259345', '19138_9000264024', '19198_9000255797', '19258_9000264934', '19291_9000251899', '19297_9000263600', '20117_9000211646', '50014_9000245653']","['9030_9000271264', '9075_9000273650', '9083_9000273653', '9241_9000273624', '9565_9000273572', '9579_9000273570', '9597_9000273636', '10070_9000273225', '10095_9000273254', '10107_9000273445', '10307_9000273515', '10843_9000273504', '10871_9000273348', '11087_9000272168', '11544_9000273435', '19178_9000271793', '20168_9000273199', '10440_9000272034']",0,0,[],,,0,0,True
5551,16824,Neuss,['Neuss'],"['9287_9000244467', '10317_9000254709', '10369_9000259618', '10588_9000264905', '10724_9000217458', '11009_9000265621', '19100_9000252569', '20217_9000263260']","['9287_9000274790', '9298_9000275508', '9587_9000273374', '9606_9000274592', '10094_9000272256', '10303_9000274519', '10436_9000274786', '10582_9000274284', '10689_9000273567', '10858_9000274760', '10980_9000274649', '11513_9000274497', '11560_9000274596', '19107_9000273093', '19109_9000266052', '19130_9000274743', '19180_9000274398', '19298_9000272301', '20045_9000274291', '50079_9000274722']",0,0,[],,,0,0,True
5552,16825,Neuss,['Neuss'],"['9333_9000245580', '9339_9000238773', '9574_9000267408', '10090_9000260810', '10487_9000232255', '10539_9000271320', '11111_9000262521', '19054_9000239391', '19068_9000243415', '19162_9000267188']","['9245_9000275354', '10369_9000275446', '10749_9000275559', '11041_9000275327', '19162_9000276260', '19172_9000275561', '19282_9000275373', '9328_9000274872']",0,0,[],,,0,0,True
5553,16826,Neuss,['Neuss'],"['9166_9000237800', '10228_9000261783', '10283_9000271364', '10513_9000268080', '10592_9000250783', '10949_9000253106', '11161_9000244555', '19129_9000264902', '19187_9000203610', '19213_9000254108', '19255_9000250888', '19260_9000262547']","['9333_9000276818', '10228_9000277272', '10539_9000276837', '10599_9000275580', '10949_9000276619', '11064_9000276841', '19100_9000273462', '19258_9000276665', '29095_9000276678']",0,0,[],,,0,0,True
5554,16827,Neuss,['Neuss'],"['9329_9000250326', '10065_9000264549', '10230_9000271325', '10289_9000237618', '10481_9000253803', '10491_9000261829', '10712_9000262808', '10874_9000261221', '10907_9000253113', '10922_9000262794', '10924_9000266965', '10951_9000262946', '10980_9000274649', '11032_9000252775', '11049_9000266131', '19042_9000265640', '19083_9000264076', '19175_9000269166', '19212_9000273185', '19236_9000251791', '19300_9000256401']","['9166_9000271684', '9338_9000277434', '9339_9000277694', '9357_9000278484', '10090_9000277477', '10724_9000276442', '10813_9000277399', '11049_9000277707', '20273_9000277518']",0,0,[],,,0,0,True
5555,16828,Neuss,['Neuss'],"['9567_9000243194', '9605_9000244233', '10307_9000273515', '10510_9000249335', '10573_9000262429', '10666_9000263999', '10868_9000234281', '10999_9000247801', '11126_9000268805', '19203_9000269294', '19222_9000259521', '19234_9000261971', '19259_9000256598']","['9603_9000279403', '9605_9000276886', '10317_9000278171', '10439_9000278512', '10513_9000278147', '10712_9000277233', '10824_9000277871', '10875_9000278290', '11032_9000278507', '11111_9000276620', '19067_9000276555', '19187_9000277658', '19190_9000277609', '19234_9000278972', '19255_9000277369', '19300_9000277816', '29065_9000278370']",0,0,[],,,0,0,True
5556,16829,Neuss,['Neuss'],"['9077_9000262941', '9337_9000270407', '9546_9000263898', '9565_9000273572', '11149_9000261610', '19106_9000271023', '19178_9000271793', '19194_9000266971', '19273_9000262816', '50107_9000260631']","['9288_9000279357', '9582_9000279993', '9602_9000276383', '10491_9000279570', '10492_9000280528', '10592_9000279529', '10868_9000279869', '10885_9000279330', '10907_9000279835', '10922_9000279812', '10951_9000278895', '11161_9000279952', '19054_9000276395', '19194_9000280621', '19203_9000278540', '19222_9000278327', '19259_9000276802', '19273_9000280739', '29141_9000279312']",0,0,[],,,0,0,True
5557,16830,Neuss,['Neuss'],"['9045_9000263759', '9098_9000193562', '9375_9000268114', '9588_9000261515', '9597_9000273636', '10232_9000262496', '11561_9000265061', '19154_9000270732', '19228_9000254979', '19284_9000268181', '20608_9000204210', '29014_9000261411', '50117_9000260944', '11331_9000117511', '10440_9000272034']","['9043_9000280835', '9111_9000280819', '9329_9000278162', '9340_9000281082', '9597_9000281006', '10367_9000280594', '10666_9000279929', '10872_9000280359', '10874_9000281015', '11149_9000280976', '11169_9000280625', '11174_9000279831', '11192_9000280838', '11482_9000281147', '11561_9000281544', '19042_9000278794', '19068_9000281340', '19083_9000280778', '19178_9000281453', '19212_9000278781', '19228_9000281689']",0,0,[],,,0,0,True
5558,16831,Neuss,['Neuss'],"['10087_9000269157', '10096_9000259607', '10826_9000257628', '11306_9000259591', '11555_9000262707', '19012_9000268429', '19261_9000265081', '19274_9000265738']","['9077_9000281765', '9375_9000281955', '9546_9000282887', '9588_9000282457', '10088_9000281767', '10287_9000282946', '10289_9000280889', '10307_9000281420', '10573_9000281398', '11126_9000280648', '11306_9000281936']",0,0,[],,,0,0,True
5559,16832,Neuss,['Neuss'],"['9031_9000271935', '9610_9000269089', '9616_9000272335', '10068_9000250624', '10093_9000268185', '10170_9000261825', '10689_9000273567', '10854_9000232259', '10858_9000274760', '10906_9000267125', '10998_9000265566', '11000_9000270425', '11064_9000276841', '11159_9000219573', '11165_9000272102', '19058_9000269708', '19067_9000276555', '19190_9000277609', '20210_9000268140']","['9098_9000282392', '10068_9000282927', '10096_9000282381', '10230_9000282737', '10413_9000282763', '10426_9000283451', '10588_9000282851', '10924_9000282491', '11331_9000280038', '11502_9000282377', '19067_9000271553', '19260_9000282386', '19261_9000282459']",0,0,[],,,0,0,True
5560,16833,Neuss,['Neuss'],"['9006_9000260731', '9332_9000269717', '9559_9000271229', '10070_9000273225', '10094_9000272256', '10582_9000274284', '10688_9000238040', '10712_9000277233', '10813_9000277399', '11044_9000270051', '11381_9000266061', '19085_9000269280', '19109_9000266052', '19237_9000261244', '19282_9000275373', '29124_9000259554']","['9006_9000284038', '9115_9000283126', '9548_9000281237', '9567_9000282988', '9616_9000283507', '10065_9000282727', '10069_9000283890', '10440_9000284926', '10510_9000279421', '10722_9000283934', '10813_9000284522', '10826_9000284301', '10999_9000283692', '11000_9000284921', '11044_9000285022', '19085_9000284039', '19198_9000282989', '19274_9000284300']",0,0,[],,,0,0,True
5561,16834,Neuss,['Neuss'],"['9241_9000273624', '9245_9000275354', '9287_9000274790', '10146_9000263211', '10266_9000272078', '10288_9000227001', '10289_9000280889', '10484_9000264575', '10513_9000278147', '11191_9000270463', '19055_9000263464', '19096_9000267179', '19107_9000273093', '19180_9000274398', '19300_9000277816']","['9031_9000283512', '9045_9000285233', '11159_9000284896', '11165_9000284965', '11555_9000285060', '19055_9000285933', '19106_9000284434', '19154_9000284834', '19012_9000285796']",0,0,[],,,0,0,True
5562,16835,Neuss,['Neuss'],"['9083_9000273653', '9583_9000252873', '10095_9000273254', '10228_9000277272', '10369_9000275446', '10377_9000265965', '10599_9000275580', '10798_9000263195', '11060_9000273332', '11152_9000269227', '11364_9000235119', '19112_9000233703', '19169_9000270710', '19217_9000270140', '19273_9000280739', '19321_9000246011', '20168_9000273199']","['9287_9000285703', '9559_9000286046', '10070_9000283976', '10093_9000286152', '10094_9000284674', '10232_9000284646', '10266_9000286280', '10289_9000285887', '10689_9000284000', '10858_9000286098', '10966_9000285160', '50117_9000285099']",0,0,[],,,0,0,True
5563,16836,Neuss,['Neuss'],"['9030_9000271264', '9043_9000280835', '9166_9000271684', '9340_9000281082', '10090_9000277477', '10872_9000280359', '11087_9000272168', '19160_9000249851', '19172_9000275561', '19187_9000277658', '19286_9000268951', '29224_9000271980']","['9245_9000286154', '10798_9000287187', '10948_9000285629', '11468_9000286685', '19217_9000286245', '19273_9000287029', '19321_9000286141', '29124_9000283994']",0,0,[],,,0,0,True
5564,16837,Neuss,['Neuss'],"['9615_9000272679', '10426_9000283451', '10724_9000276442', '10747_9000271566', '10843_9000273504', '11164_9000262646', '19042_9000278794', '19218_9000186066', '19230_9000268100', '50079_9000274722', '20404_9000150908']","['9030_9000287038', '9574_9000286591', '9583_9000288062', '11164_9000286956', '19042_9000287178', '19172_9000288479', '19236_9000287180', '19291_9000286887', '19300_9000287890', '20217_9000287185', '29224_9000287888']",0,0,[],,,0,0,True
5565,16838,Neuss,['Neuss'],"['9329_9000278162', '9577_9000259251', '10874_9000281015', '10883_9000267098', '11049_9000277707', '11169_9000280625', '11174_9000279831', '11192_9000280838', '19036_9000212148', '19083_9000280778', '19298_9000272301', '20094_9000254875']","['10369_9000288655', '10712_9000289058', '10724_9000286635', '10843_9000288171', '10906_9000288518', '11087_9000289510']",0,0,[],,,0,0,True
5566,16839,Neuss,['Neuss'],"['9604_9000242793', '9605_9000276886', '10176_9000271403', '10357_9000228865', '10749_9000275559', '10922_9000279812', '10966_9000285160', '11173_9000271338', '19068_9000281340', '19162_9000276260', '19202_9000241840', '19221_9000272157', '19228_9000281689', '19235_9000231601']","['9083_9000290528', '9166_9000289696', '9610_9000289751', '10749_9000289766', '10883_9000289976', '19110_9000288881', '19190_9000289428', '19235_9000290102', '20210_9000289756', '20404_9000288406']",0,0,[],,,0,0,True
5567,16840,Neuss,['Neuss'],"['9245_9000286154', '9333_9000276818', '9587_9000273374', '10077_9000251861', '10096_9000282381', '10367_9000280594', '10491_9000279570', '10871_9000273348', '10909_9000272031', '19258_9000276665', '19313_9000260762', '20363_9000240776']","['9329_9000291686', '9337_9000286822', '9604_9000290894', '10095_9000291122', '10491_9000291651', '11009_9000289399', '11060_9000291069', '11174_9000289647', '20168_9000290871']",0,0,[],,,0,0,True
5568,16841,Neuss,['Neuss'],"['10205_9000243219', '10539_9000276837', '19085_9000284039', '19176_9000211533']","['9333_9000291697', '9546_9000292975', '9561_9000291489', '10090_9000292511', '10871_9000292152', '19187_9000292982', '20219_9000292713']",0,0,[],,,0,0,True
5569,16842,Neuss,['Neuss'],"['9047_9000262175', '9375_9000281955', '10068_9000282927', '10287_9000282946', '10477_9000235975', '10643_9000246807', '10924_9000282491', '10999_9000283692', '11178_9000254099', '19054_9000276395', '19067_9000271553', '19100_9000273462', '19130_9000274743', '19163_9000164737', '19164_9000248802', '19212_9000278781', '19229_9000209562', '19234_9000278972']","['10068_9000292994', '10228_9000294119', '10367_9000294621', '10434_9000291832', '10539_9000294118', '10909_9000288754', '11049_9000287622', '19068_9000284065', '19107_9000292990', '19176_9000292978', '19218_9000291974', '19230_9000292979', '19258_9000292703', '19298_9000292987', '29105_9000293982']",0,0,[],,,0,0,True
5570,16843,Neuss,['Neuss'],"['9111_9000280819', '9298_9000275508', '9343_9000268516', '9548_9000281237', '9579_9000273570', '10317_9000278171', '10336_9000272323', '10575_9000231304', '10666_9000279929', '11041_9000275327', '11560_9000274596', '19259_9000276802', '19300_9000287890']","['9375_9000290164', '10287_9000294516', '10426_9000295193', '10513_9000295005', '10872_9000293940', '11178_9000292684', '19212_9000294953', '19234_9000295276', '20531_9000294680', '20608_9000294603', '29014_9000294571', '50079_9000292075']",0,0,[],,,0,0,True
5571,16844,Neuss,['Neuss'],"['9588_9000282457', '10091_9000260735', '10154_9000268087', '10436_9000274786', '10722_9000283934', '10868_9000279869', '10906_9000288518', '11111_9000276620', '11555_9000285060', '19087_9000262711', '19190_9000289428', '19198_9000282989', '19255_9000277369', '50117_9000285099']","['10205_9000296153', '10317_9000296237', '10666_9000296172', '10874_9000295189', '10924_9000295934', '10999_9000296516', '11152_9000296130', '11173_9000296156', '11191_9000296431', '19198_9000296081', '19255_9000290193', '19311_9000295877', '22001_9000296097']",0,0,[],,,0,0,True
5572,16845,Neuss,['Neuss'],"['9561_9000291489', '9581_9000206034', '9586_9000254633', '10094_9000284674', '10232_9000284646', '10592_9000279529', '10712_9000289058', '10824_9000277871', '10858_9000286098', '10948_9000285629', '10949_9000276619', '11331_9000280038', '19106_9000284434', '19272_9000267917', '19274_9000284300']","['10176_9000296403', '10357_9000296506', '10592_9000297264', '10922_9000296503', '10966_9000298205', '11111_9000296408', '11555_9000295482', '19213_9000296501', '50111_9000295956']",0,0,[],,,0,0,True
5573,16846,Neuss,['Neuss'],"['9079_9000237786', '9166_9000289696', '9288_9000279357', '10303_9000274519', '10400_9000267016', '10440_9000284926', '10510_9000279421', '10951_9000278895', '11044_9000285022', '11087_9000289510', '11468_9000286685', '19055_9000285933', '29016_9000267171', '9328_9000274872']","['9111_9000298236', '9586_9000298555', '9588_9000296985', '10575_9000298186', '10747_9000298393', '11087_9000286820', '19055_9000297912', '19129_9000298566', '19297_9000296726']",0,0,[],,,0,0,True
5574,16847,Neuss,['Neuss'],"['9077_9000281765', '9546_9000292975', '10307_9000281420', '11000_9000284921', '11009_9000289399', '11165_9000284965', '19258_9000292703', '19291_9000286887', '19296_9000269388']","['9548_9000299486', '9570_9000296983', '10091_9000297134', '10336_9000299374', '10510_9000299554', '11044_9000298558', '11560_9000299496', '19085_9000296004', '19106_9000299574', '19274_9000297831', '19286_9000299571', '19300_9000299562', '29016_9000299429', '29050_9000299572']",0,0,[],,,0,0,True
